;album;num_album;nome;letra;data
99;21 (Target Deluxe Edition) ;10.0;Lovesong;"[Verse 1]
Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

[Verse 2]
Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

[Verse 3]
Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

[Outro]
I'll always love you
'Cause I love you
Love, love";2011-01-24
100;21 (Target Deluxe Edition) ;11.0;Someone Like You;"[Verse 1]
I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

[Verse 2]
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead";2011-01-24
101;21 (Target Deluxe Edition) ;12.0;Need You Now (Live At CMT Artists Of The Year Awards);"[Verse 1: Adele]
Picture perfect memories
Scattered all around the floor
Reaching for the phone 'cause
I can't fight it anymore

[Pre-Chorus: Both]
And I wonder if I ever cross your mind
For me it happens all the time

[Chorus: Both]
It's a quarter after one, I'm all alone and I need you now
Said I wouldn't call, but I lost all control and I need you now
And I don't know how I can do without, I just need you now
[Verse 2: Darius Rucker]
Another shot of whiskey
Can't stop looking at the door, yeah
Wishing you'd come sweeping
In the way you did before

[Pre-Chorus: Both]
And I wonder if I ever cross your mind
For me it happens all the time

[Chorus: Both]
It's a quarter after one, I'm little drunk and I need you now
Said I wouldn't call, but I lost all control and I need you now
And I don't know how I can do without
I just need you now

[Bridge: Both]
Yes, I'd rather hurt than feel nothing at all

[Chorus: Both]
It's a quarter after one, I'm all alone and I need you now
And I said I wouldn't call, but I'm a little drunk and I need you now
And I don't know how I can do without, I just need you now

[Outro: Both]
I just need you now
Oh, I need you now
Oh baby, I need you now
I just need you now";2010-12-03
102;21 (Target Deluxe Edition) ;13.0;Someone Like You (Live Acoustic);"[Verse 1]
I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remembеr you said
Sometimes it lasts in love, but somеtimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

[Verse 2]
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead";2011-02-22
103;21 (Target Deluxe Edition) ;14.0;Turning Tables (Live Acoustic);"[Verse 1]
Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Verse 2]
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

[Bridge]
Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

[Chorus]
I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables";2011-02-22
104;21 (Target Deluxe Edition) ;15.0;Don’t You Remember (Live Acoustic);"[Verse 1]
When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

[Pre-Chorus]
I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
[Verse 2]
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

[Pre-Chorus]
But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

[Bridge]
Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

[Chorus]
Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";2011-02-22
105;21 + Instrumentals (CDr Promo);1.0;Rolling in the Deep;"[Verse 1]
There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your shit bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch, and it's bringing me out the dark

[Pre-Chorus]
The scars of your love remind me of us
They keep me thinkin' that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling
[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)

[Verse 2]
Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared

[Pre-Chorus]
(You're gonna wish you never had met me) The scars of your love remind me of us
(Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all
(You're gonna wish you never had met me) The scars of your love, they leave me breathless
(Tears are gonna fall, rolling in the deep) I can't help feeling

[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating";2010-11-29
106;21 + Instrumentals (CDr Promo);2.0;Rumour Has It;"[Intro]
Ooh, ooh, ooh, ooh

[Verse 1]
She, she ain't real
She ain't gon' be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?
[Pre-Chorus]
Bless your soul, you've got your head in the clouds
She made a fool out of you and, boy, she's bringin' you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

[Chorus]
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)

[Verse 2]
She is half your age
But I'm guessin' that's the reason that you strayed
I heard you've been missin' me
You've been tellin' people things you shouldn't be
Like when we creep out when she ain't around
Haven't you heard the rumours? (Bless your soul)

[Pre-Chorus]
Bless your soul, you've got your head in the clouds
You made a fool out of me and, boy, you're bringin' me down
You made my heart melt, yet I'm cold to the core
But rumour has it, I'm the one you're leaving her for";2011-01-24
107;21 + Instrumentals (CDr Promo);3.0;Turning Tables;"[Verse 1]
Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Verse 2]
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

[Bridge]
Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

[Chorus]
I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Outro]
Turning tables, yeah
Turn, no, no-oh, mmm";2011-01-24
108;21 + Instrumentals (CDr Promo);4.0;Don’t You Remember;"[Verse 1]
When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

[Pre-Chorus]
I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
[Verse 2]
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

[Pre-Chorus]
But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

[Bridge]
Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

[Chorus]
Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";2011-01-24
109;21 + Instrumentals (CDr Promo);5.0;Set Fire to the Rain;"[Produced by Fraser T Smith]

[Verse 1]
I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
[Pre-Chorus]
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

[Verse 2]
When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

[Pre-Chorus]
'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win";2011-01-24
110;21 + Instrumentals (CDr Promo);6.0;He Won’t Go;"[Verse 1]
Some say I'll be better without you
But they don't know you like I do
Or at least the sides I thought I knew
I can't bear this time
It drags on as I lose my mind
Reminded by things I find
Like notes and clothes you left behind
Wake me up, wake me up when all is done
I won't rise until this battle's won
My dignity's become undone
[Chorus]
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk

[Verse 2]
So petrified, I'm so scared to step into this ride
What if I lose my heart and fail the climb?
I won't forgive me if I give up trying
I heard his voice today
I didn't know a single word he said
Not one resemblance to the man I met
Just a vague and broken boy instead

[Chorus]
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I, I'm willing to take the risk";2011-01-24
111;21 + Instrumentals (CDr Promo);7.0;Take It All;"[Verse 1]
Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well, having me around
Still, how can you walk away from all my tears?
It's gonna be an empty road without me right here

[Chorus]
But go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
[Verse 2]
Maybe I should leave to help you see
Nothing gets better than this
And this is everything we need
So is it over? Is this really it?
You're giving up so easily
I thought you loved me more than this

[Chorus]
But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love

[Bridge]
I will change if I must
Slow it down and bring it home, I will adjust
Oh, if only, if only you knew
That everything I do is for you

[Chorus]
But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Take it all with my love";2011-01-24
112;21 + Instrumentals (CDr Promo);8.0;I’ll Be Waiting;"[Verse 1]
Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters but you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

[Pre-Chorus]
But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you
[Chorus]
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you

[Verse 2]
Let me stay here for just one more night
Build your walls around me and pull me to the light
So I can tell you that I was wrong
I was a child then but now I'm willing to learn

[Pre-Chorus]
But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

[Chorus]
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you";2011-01-24
113;21 + Instrumentals (CDr Promo);9.0;One and Only;"[Verse 1]
You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long
To let my doubts go
You're the only one that I want

[Pre-Chorus]
I don't know why I'm scared
I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine
[Chorus]
I dare you to let me be your
Your one and only
Promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can
Walk that mile
Until the end starts

[Verse 2]
Have I been on your mind?
You hang on every word I say
Lose yourself in time
At the mention of my name?
Will I ever know
How it feels to hold you close?
And have you tell me
Whichever road I choose, you'll go

[Pre-Chorus]
I don't know why I'm scared
'Cause I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine";2011-01-24
114;21 + Instrumentals (CDr Promo);10.0;Lovesong;"[Verse 1]
Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

[Verse 2]
Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

[Verse 3]
Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

[Outro]
I'll always love you
'Cause I love you
Love, love";2011-01-24
115;21 + Instrumentals (CDr Promo);11.0;Someone Like You;"[Verse 1]
I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over
[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

[Verse 2]
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me, it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you, too
Don't forget me, I beg
I remember you said
Sometimes it lasts in love, but sometimes it hurts instead";2011-01-24
116;21 + Instrumentals (CDr Promo);12.0;If It Hadn’t Been for Love;"[Verse 1]
Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've run through the blindin' rain
Without one dollar to my name
If it hadn't been
If it hadn't been for love

Never would've seen the trouble that I'm in
If it hadn't been for love
Would've been gone like a wayward wind
If it hadn't been for love
Nobody knows it better than me
I wouldn't be wishing I was free
If it hadn't been
If it hadn't been for love
[Hook]
Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

[Verse 2]
Never would've gone to that side of town
If it hadn't been for love
Never would've took a mind to track him down
If it hadn't been for love
Never would've loaded up a forty-four
And put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love

[Hook]
Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

[Verse 3]
Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've loaded up a forty-four
Put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love";2011-01-24
117;21 + Instrumentals (CDr Promo);13.0;Rolling In The Deep (Instrumental);;2011-01-20
118;21 + Instrumentals (CDr Promo);14.0;Rumour Has It (Instrumental);;2011-01-20
119;21 + Instrumentals (CDr Promo);15.0;Lovesong (Instrumental);;2011-01-20
120;21 + Instrumentals (CDr Promo);16.0;Someone Like You (Instrumental);;2011-01-20
121;21 + Instrumentals (CDr Promo);17.0;Don’t You Remember (Instrumental);;2011-01-20
122;21;1.0;Rolling in the Deep;"[Verse 1]
There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your shit bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch, and it's bringing me out the dark

[Pre-Chorus]
The scars of your love remind me of us
They keep me thinkin' that we almost had it all
The scars of your love, they leave me breathless
I can't help feeling
[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)

[Verse 2]
Baby, I have no story to be told
But I've heard one on you, now I'm gonna make your head burn
Think of me in the depths of your despair
Make a home down there, as mine sure won't be shared

[Pre-Chorus]
(You're gonna wish you never had met me) The scars of your love remind me of us
(Tears are gonna fall, rolling in the deep) They keep me thinkin' that we almost had it all
(You're gonna wish you never had met me) The scars of your love, they leave me breathless
(Tears are gonna fall, rolling in the deep) I can't help feeling

[Chorus]
We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (You're gonna wish you never had met me)
And you played it to the beat (Tears are gonna fall, rolling in the deep)
Could've had it all
Rolling in the deep
You had my heart inside of your hand
But you played it with a beating";2010-11-29
123;21;2.0;Rumour Has It;"[Intro]
Ooh, ooh, ooh, ooh

[Verse 1]
She, she ain't real
She ain't gon' be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?
[Pre-Chorus]
Bless your soul, you've got your head in the clouds
She made a fool out of you and, boy, she's bringin' you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

[Chorus]
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)

[Verse 2]
She is half your age
But I'm guessin' that's the reason that you strayed
I heard you've been missin' me
You've been tellin' people things you shouldn't be
Like when we creep out when she ain't around
Haven't you heard the rumours? (Bless your soul)

[Pre-Chorus]
Bless your soul, you've got your head in the clouds
You made a fool out of me and, boy, you're bringin' me down
You made my heart melt, yet I'm cold to the core
But rumour has it, I'm the one you're leaving her for";2011-01-24
124;21;3.0;Turning Tables;"[Verse 1]
Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Verse 2]
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

[Bridge]
Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

[Chorus]
I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Outro]
Turning tables, yeah
Turn, no, no-oh, mmm";2011-01-24
125;21;4.0;Don’t You Remember;"[Verse 1]
When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

[Pre-Chorus]
I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
[Verse 2]
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

[Pre-Chorus]
But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

[Bridge]
Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

[Chorus]
Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";2011-01-24
126;21;5.0;Set Fire to the Rain;"[Produced by Fraser T Smith]

[Verse 1]
I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
[Pre-Chorus]
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

[Verse 2]
When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

[Pre-Chorus]
'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win";2011-01-24
127;21;6.0;He Won’t Go;"[Verse 1]
Some say I'll be better without you
But they don't know you like I do
Or at least the sides I thought I knew
I can't bear this time
It drags on as I lose my mind
Reminded by things I find
Like notes and clothes you left behind
Wake me up, wake me up when all is done
I won't rise until this battle's won
My dignity's become undone
[Chorus]
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk

[Verse 2]
So petrified, I'm so scared to step into this ride
What if I lose my heart and fail the climb?
I won't forgive me if I give up trying
I heard his voice today
I didn't know a single word he said
Not one resemblance to the man I met
Just a vague and broken boy instead

[Chorus]
But I won't go
I can't do it on my own
If this ain't love, then what is?
I'm willing to take the risk
I won't go
I can't do it on my own
If this ain't love, then what is?
I, I'm willing to take the risk";2011-01-24
128;21;7.0;Take It All;"[Verse 1]
Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well, having me around
Still, how can you walk away from all my tears?
It's gonna be an empty road without me right here

[Chorus]
But go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
[Verse 2]
Maybe I should leave to help you see
Nothing gets better than this
And this is everything we need
So is it over? Is this really it?
You're giving up so easily
I thought you loved me more than this

[Chorus]
But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love

[Bridge]
I will change if I must
Slow it down and bring it home, I will adjust
Oh, if only, if only you knew
That everything I do is for you

[Chorus]
But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Take it all with my love";2011-01-24
129;21;8.0;I’ll Be Waiting;"[Verse 1]
Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters but you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

[Pre-Chorus]
But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you
[Chorus]
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you

[Verse 2]
Let me stay here for just one more night
Build your walls around me and pull me to the light
So I can tell you that I was wrong
I was a child then but now I'm willing to learn

[Pre-Chorus]
But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

[Chorus]
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you";2011-01-24
130;21;9.0;One and Only;"[Verse 1]
You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long
To let my doubts go
You're the only one that I want

[Pre-Chorus]
I don't know why I'm scared
I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine
[Chorus]
I dare you to let me be your
Your one and only
Promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can
Walk that mile
Until the end starts

[Verse 2]
Have I been on your mind?
You hang on every word I say
Lose yourself in time
At the mention of my name?
Will I ever know
How it feels to hold you close?
And have you tell me
Whichever road I choose, you'll go

[Pre-Chorus]
I don't know why I'm scared
'Cause I've been here before
Every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine";2011-01-24
131;21;10.0;Lovesong;"[Verse 1]
Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

[Verse 2]
Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

[Verse 3]
Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

[Outro]
I'll always love you
'Cause I love you
Love, love";2011-01-24
